SS-SS2S
stack len avg: 1.6888
8m 8s (- 2m 2s) (24000 80%) avg loss: 1.0746 
avg bleu: 0.5946 
running acc: 0.0060 
ind acc avg: 0.5193
stack len avg: 1.2550
8m 18s (- 1m 51s) (24500 81%) avg loss: 0.9947 
avg bleu: 0.6118 
running acc: 0.0160 
ind acc avg: 0.5380
stack len avg: 1.2369
8m 28s (- 1m 41s) (25000 83%) avg loss: 1.0750 
avg bleu: 0.5988 
running acc: 0.0040 
ind acc avg: 0.5160
stack len avg: 1.1076
8m 38s (- 1m 31s) (25500 85%) avg loss: 1.0588 
avg bleu: 0.5925 
running acc: 0.0140 
ind acc avg: 0.5277
stack len avg: 0.8423
8m 47s (- 1m 21s) (26000 86%) avg loss: 1.0906 
avg bleu: 0.5959 
running acc: 0.0120 
ind acc avg: 0.5230
stack len avg: 0.7806
8m 57s (- 1m 10s) (26500 88%) avg loss: 1.0814 
avg bleu: 0.5970 
running acc: 0.0120 
ind acc avg: 0.5247
stack len avg: 0.6546
9m 6s (- 1m 0s) (27000 90%) avg loss: 1.2088 
avg bleu: 0.5626 
running acc: 0.0080 
ind acc avg: 0.5030
stack len avg: 1.4344
losses: [1.208770715812841]
run_accs: [0.008]
ind_accs: [[0.42299999999999977, 0.5936666666666671, 0.5913333333333335, 0.6133333333333333, 0.5966666666666672, 0.6279999999999997, 0.6076666666666661, 0.6063333333333338, 0.606666666666667, 0.609, 0.6149999999999999, 0.5870000000000002, 0.6116666666666667, 0.5890000000000005, 0.6189999999999993, 0.6073333333333344, 0.594666666666666, 0.6013333333333332, 0.5896666666666671, 0.5823333333333335, 0.5986666666666663, 0.5863333333333337, 0.5963333333333332, 0.5976666666666671, 0.5960000000000004, 0.585, 0.5513333333333331, 0.5553333333333332, 0.5649999999999994, 0.5720000000000001, 0.5639999999999997, 0.5599999999999997, 0.59, 0.5779999999999997, 0.5753333333333334, 0.5489999999999999, 0.5836666666666669, 0.5476666666666667, 0.5359999999999998, 0.5449999999999999, 0.5530000000000002, 0.5129999999999998, 0.5219999999999999, 0.5220000000000001, 0.5169999999999997, 0.5036666666666664, 0.5296666666666666, 0.519333333333333, 0.5379999999999994, 0.5160000000000001, 0.5276666666666666, 0.5230000000000005, 0.5246666666666664, 0.5029999999999998]]
bleus: [0.5625666666666661]
val_acc: [0.009333333333333334]
